"","X","R","T","m","s","mutations","survival_mean","survival_var","absorption","fixation","generations","organism_count","l","correlation_length","correlation_time","seed","dfit","N","k","b","files","seed2","mean_mass","var_mass","mean_volume","var_volume","mean_density","var_density","mean_centroid_x","var_centroid_x","mean_centroid_y","var_centroid_y","mean_nutrient","var_nutrient","snap_centroid_x","snap_var_x","snap_centroid_y","snap_var_y","snap_mass","snap_volume","final_nutrient","snap_density","qualitative"
"141",140,11.4126468809266,10.2302878269625,0.105010410683166,0.013959150917736,11,10000,0,8.93e-05,3,107,1,64,20,100,141,0,100,1,1,"naive_nutrient_B_s141l64L20T100N100_parameters.csv",141,622.140318504639,4104.18655645734,697.4477,7843.81184589459,0.894158980869842,0.004035276494823,31.393462776598,211868.533992588,31.7848673748612,209907.689303573,0.105010410683166,0,32.0695973893725,304233.475129831,31.94081926723,301104.152560217,894.746151479269,1117,0.105010410683166,0.801026098011879,"rings"
"142",141,10.7366140714378,8.40351833915656,0.121675626751438,0.017416065525327,8,10000,0,8.93e-05,3,35,1,64,20,100,142,0,100,1,1,"naive_nutrient_B_s142l64L20T100N100_parameters.csv",142,699.486115804494,2629.66552607681,775.462,4623.06766276628,0.902761025622976,0.002878138843684,31.9466243559894,239001.348353422,31.6545424404674,234829.939435171,0.121675626751438,1.93e-34,31.7816744498413,259888.723030836,31.6807860505658,256172.302666823,761.41627218487,970,0.121675626751438,0.784965229056567,"ringchains"
"143",142,13,10.2578397470343,0.121527528640552,0.017417748417112,8,10000,0,8.93e-05,3,35,1,64,20,100,143,0,100,1,1,"naive_nutrient_B_s143l64L20T100N100_parameters.csv",143,706.469263943239,4226.77116127588,783.6148,8990.81530249025,0.904687796023391,0.003438227664816,30.731551631997,242840.016029032,30.948689812571,237394.970701727,0.121527528640552,0,30.7343854212481,250916.229615642,31.1092776980326,236179.193437669,708.690506724126,820,0.121527528640552,0.864256715517227,"rings"
"144",143,13,8.42741193056905,0.116298595253511,0.016673580092186,4,10000,0,8.93e-05,3,20,1,64,20,100,144,0,100,1,1,"naive_nutrient_B_s144l64L20T100N100_parameters.csv",144,666.782304026223,2358.42564674839,737.6923,5307.74539524953,0.906114602006465,0.00268941360147,31.689887874928,225434.554153186,31.4409403757244,224068.346070887,0.116298595253511,3.08e-33,31.7105736170858,263348.913428998,32.0001934023243,264906.377138683,786.199265727753,902,0.116298595253511,0.871617811228108,"rings"
"145",144,13.4806898513041,10,0.118350357361382,0.015,3,10000,0,8.93e-05,3,33,1,64,20,100,145,0,100,1,1,"naive_nutrient_B_s145l64L20T100N100_parameters.csv",145,721.148750904075,2479.22201388292,797.959,4409.49066806681,0.90539781972658,0.003356767322199,32.704472105372,244672.611731618,32.7285056928635,258550.627774164,0.118350357361382,0,32.7573089458741,249102.09423089,32.6730745383173,263113.615039463,730.131012889463,779,0.118350357361382,0.937267025532045,"ringchains"
"146",145,13.9420248366712,10.2054793228877,0.118626948064633,0.015,6,10000,0,8.93e-05,5,28,1,64,20,100,146,0,100,1,1,"naive_nutrient_B_s146l64L20T100N100_parameters.csv",146,727.64329487522,4391.56600344048,806.686,9172.04120812081,0.905163151619342,0.003635708205118,31.202290666736,245601.983368109,30.016565520395,254645.362590695,0.118626948064633,7.7e-34,31.0390862939908,278698.440063418,30.4540827443237,284601.087560548,824.593840453835,969,0.118626948064633,0.850974035556074,"rings"
"147",146,22.1864480450216,10.8091915667377,0.10827887267138,0.014467915607355,18,10000,0,8.93e-05,3,186,1,64,20,100,147,0,100,1,1,"naive_nutrient_B_s147l64L20T100N100_parameters.csv",147,25.6435415835646,617.072075359121,88.9090909090909,5301.89090909091,0.236865125317785,0.008144741852833,21.6267100202744,379.729407301816,21.5461530499829,308.944330936537,0.10827887267138,2.12e-34,0,0,0,0,0,0,0.10827887267138,NA,"nan"
"148",147,13,10.5649535534443,0.116571206980685,0.015,4,10000,0,8.93e-05,6,16,1,64,20,100,148,0,100,1,1,"naive_nutrient_B_s148l64L20T100N100_parameters.csv",148,697.044643817797,3017.72739780193,775.7141,6513.60512170217,0.901332163928275,0.003841408897335,32.9866525785825,237344.890718789,30.9949940405218,239876.50431066,0.116571206980685,7.7e-34,33.065746825039,254703.297339699,31.2094981320486,255228.760867435,741.844536407869,833,0.116571206980685,0.890569671558066,"ringchains"
"149",148,13,10,0.121021646810876,0.017697536494324,3,10000,0,8.93e-05,3,46,1,64,20,100,149,0,100,1,1,"naive_nutrient_B_s149l64L20T100N100_parameters.csv",149,703.324885279995,2617.42258059072,776.2605,6023.0129410441,0.908685476001287,0.003361058967462,31.6064904037826,242638.696783857,31.0250383575768,232070.493724939,0.121021646810876,1.73e-33,31.7268929295747,240811.043176406,31.105605383609,228424.153857619,695.995480368054,734,0.121021646810876,0.948222725297077,"rings"
"150",149,13,8.5021502663938,0.121619686101284,0.017063129216573,11,10000,0,8.93e-05,3,144,1,64,30,100,150,0,100,1,1,"naive_nutrient_B_s150l64L30T100N100_parameters.csv",150,674.18704949963,1042.58986621819,723.1574,1920.90251549155,0.932986276038158,0.002158218752543,31.3896508988865,235291.422330466,31.493842045124,234476.681621193,0.121619686101284,7.7e-34,31.3472609736165,236094.484263522,31.5796752358701,234922.674644477,675.346524247804,711,0.121619686101284,0.94985446448355,"rings"
"151",150,15.4119094931395,10,0.123586594021267,0.017911453042083,3,10000,0,8.93e-05,3,12,1,64,30,100,151,0,100,1,1,"naive_nutrient_B_s151l64L30T100N100_parameters.csv",151,698.617096827146,1140.25902154797,727.6857,2085.43805931593,0.961065453467186,0.002531479171804,31.1437510014369,239216.637499322,31.558520076677,242903.018929102,0.123586594021267,1.73e-33,31.0981165283839,240135.749648502,31.5699000962876,243244.913698556,698.673767589359,722,0.123586594021267,0.967692198877228,"rings"
"152",151,12.8965492146549,10,0.121342363198025,0.015983030874589,6,10000,0,8.93e-05,3,27,1,64,30,100,152,0,100,1,1,"naive_nutrient_B_s152l64L30T100N100_parameters.csv",152,672.714422503835,1294.80103612645,718.3146,2082.64509134914,0.937185580469199,0.002604806122417,31.0041328473421,226263.806142477,30.9811469811123,225144.656195607,0.121342363198025,7.7e-34,31.0049676065908,227121.421856687,31.0233799048966,226464.344997072,674.539006034074,710,0.121342363198025,0.950054938076161,"rings"
"153",152,12.621689153115,9.65956739389927,0.115082523378595,0.018112297649245,6,10000,0,8.93e-05,3,27,1,64,30,100,153,0,100,1,1,"naive_nutrient_B_s153l64L30T100N100_parameters.csv",153,640.70860974699,1014.02712644167,680.1071,2086.92232182218,0.943091019844789,0.002394514340118,32.2794112673447,219686.564423146,31.2855807327618,220810.090187173,0.115082523378595,1.73e-33,32.3733258261338,220939.864731332,31.3957924706395,222610.657569064,643.550418858611,677,0.115082523378595,0.950591460647874,"rings"
"154",153,13,10,0.120271505273607,0.015,2,9004.5,8919182.25,8.93e-05,14,19,1,64,30,100,154,0,100,1,1,"naive_nutrient_B_s154l64L30T100N100_parameters.csv",154,680.250194570133,1502.41270692675,728.5409,2052.91601879188,0.934071582350768,0.002651697337138,32.6676381081653,229400.68691472,31.2794024298291,229674.797237818,0.120271505273607,7.7e-34,32.6068194675844,230777.050698671,31.3348743805631,232221.22967951,684.56215133244,731,0.120271505273607,0.936473531234527,"ringchains"
"155",154,11.2120281121584,10.739484348726,0.105067428692939,0.015,8,10000,0,8.93e-05,3,30,1,64,30,100,155,0,100,1,1,"naive_nutrient_B_s155l64L30T100N100_parameters.csv",155,588.26356630493,1165.85237911677,637.78,2413.6599659966,0.923528879011171,0.002887929066156,31.7048993496207,199012.834348757,31.0278237058607,200528.77582752,0.105067428692939,1.73e-33,31.716965131423,199892.507410195,31.1382530548871,200912.291995414,589.499857379781,635,0.105067428692939,0.928346232094143,"rings"
"156",155,14.3285204065405,10,0.119793388151144,0.014675492884481,7,9005.8,8895902.76,8.93e-05,11,68,1,64,30,100,156,0,100,1,1,"naive_nutrient_B_s156l64L30T100N100_parameters.csv",156,686.2016598989,1394.70754192006,730.6892,2166.90989434943,0.939877096414995,0.002770792897399,32.0631328451297,241340.212568673,30.6427218146358,230268.164630984,0.119793388151144,3.08e-33,32.0456959371983,241119.913000954,30.7151162593905,231474.036887432,688.34920641834,717,0.119793388151144,0.960040734195732,"rings"
"157",156,15.0732313973209,14.8393049621563,0.134397867595033,0.021951812995879,13,10000,0,8.93e-05,3,55,1,64,30,100,157,0,100,1,1,"naive_nutrient_B_s157l64L30T100N100_parameters.csv",157,735.944475155003,2230.16678863638,764.8745,4033.62431218122,0.963689019951349,0.004221091084883,32.1301605003297,250688.973675646,32.5494358820076,252866.963558304,0.134397867595033,0,32.0682913414189,252982.059786883,32.5637676740928,255591.020677976,740.844670274543,759,0.134397867595033,0.976079934485564,"rings"
"158",157,14.293744225321,10,0.124780252143701,0.017420395619226,4,10000,0,8.93e-05,4,12,1,64,30,100,158,0,100,1,1,"naive_nutrient_B_s158l64L30T100N100_parameters.csv",158,728.013903479575,1452.09770242921,764.2049,2098.77179316932,0.953215460178063,0.002595771634611,31.2843970016007,246983.441258113,31.1099809465603,243055.576862377,0.124780252143701,1.73e-33,31.2021887565654,249380.669370509,31.1517998015715,245198.258925959,732.138699224321,770,0.124780252143701,0.950829479512105,"ringchains"
"159",158,13,10,0.107449121925097,0.015,2,10000,0,8.93e-05,3,16,1,64,30,100,159,0,100,1,1,"naive_nutrient_B_s159l64L30T100N100_parameters.csv",159,598.602763297995,1011.83756205167,640.0965,2276.69925767577,0.936548203649611,0.002649445303514,31.2903932073703,200361.922550117,31.7296280613477,203970.340038157,0.107449121925097,1.73e-33,31.3361128042848,200945.643745615,31.8604200412547,204695.862973965,596.956737817343,630,0.107449121925097,0.947550377487845,"rings"
"160",159,14.1606777605518,6.96665809544428,0.087013840088417,0.017408511940125,33,8239.3,9905046.21,8.93e-05,14,598,1,64,10,1000,160,10,100,1,1,"naive_nutrient_B_s160l64L10T1000N100_parameters.csv",160,1220.05869912144,309307.728216802,1353.8707,369964.733854895,0.901247318800764,0.003081979163033,33.6071501675524,411877.91180493,31.6217740860167,415001.4623226,0.087013840088417,1.93e-34,34.2769769185337,393723.723143152,31.7256443251981,397065.511836207,1177.44020010221,1332,0.087013840088417,0.883964114190846,"rings"
"161",160,12.647351803325,8.97412270829445,0.097874451310403,0.020903285610573,25,8239.4,9913498.64,8.93e-05,15,477,1,64,10,1000,161,10,100,1,1,"naive_nutrient_B_s161l64L10T1000N100_parameters.csv",161,1191.99076754575,371844.153960687,1328.35274831244,469647.200969008,0.900849123884255,0.004793975075739,31.2060110802379,407265.306113284,31.9170999480372,405337.643116667,0.097874451310403,0,30.7075736270792,518991.194702779,32.1963361033101,501781.822054414,1494.61178438464,1747,0.097874451310403,0.855530500506376,"screen"
"162",161,11.6444253252608,10.1334810588031,0.083066409481675,0.026599137031585,21,8244.1,9864806.09,8.93e-05,34,518,1,64,10,1000,162,10,100,1,1,"naive_nutrient_B_s162l64L10T1000N100_parameters.csv",162,1073.59618743518,79598.8465811183,1204.7871,121505.433516942,0.898886008374214,0.003550729226172,32.9466430095132,364210.526535982,31.6061278193871,365166.161653524,0.083066409481675,1.93e-34,33.0992960615949,363659.012356074,31.6762312581465,365334.696140199,1069.98697877203,1298,0.083066409481675,0.824335114616357,"nan"
"163",162,12.2652084866568,9.63763387439001,0.113058857583996,0.02329544212165,31,8241.7,9889726.01,8.93e-05,4,506,1,64,10,1000,163,10,100,1,1,"naive_nutrient_B_s163l64L10T1000N100_parameters.csv",163,1367.16689326855,700195.874747831,1907.61244019139,917216.728882959,0.685191895802549,0.04470540498485,30.3083442150434,460770.229103599,30.2958895149513,459187.404757687,0.113058857583996,0,0,0,0,0,0,0,0.113058857583996,NA,"mazechains"
"164",163,17.0126727291658,16.3196556615485,0.088555005553827,0.016150374306856,31,8240.9,9899279.69,8.93e-05,26,541,1,64,10,1000,164,10,100,1,1,"naive_nutrient_B_s164l64L10T1000N100_parameters.csv",164,1144.6374574173,239053.52760593,1323.4067,302856.156710781,0.866447243354645,0.007999582803525,30.4741976476832,384677.593074151,32.6182836584885,387231.841981833,0.088555005553827,1.93e-34,31.4977880301824,829805.281261511,31.4067450992465,827178.250314187,2429.97229488647,3009,0.088555005553827,0.807568060779817,"rings"
"165",164,14.060171392394,6.72441843881929,0.116692620613055,0.026340530278893,27,8242.4,9879569.24,8.93e-05,1,456,1,64,10,1000,165,10,100,1,1,"naive_nutrient_B_s165l64L10T1000N100_parameters.csv",165,1190.77934885242,217992.551609532,1312.49382969971,253493.046968708,0.908574763563959,0.004257673075141,31.6394593922384,407118.761901347,33.159183270424,407705.131487259,0.116692620613055,1.73e-33,31.5056803988676,653542.891365153,33.8175972870144,653196.721145311,1910.49028188873,2069,0.116692620613055,0.923388246442111,"rings"
"166",165,6.91532067261301,13.1185623312736,0.071973198141914,0.017434821729382,22,8239.9,9908298.09,8.93e-05,9,390,1,64,10,1000,166,10,100,1,1,"naive_nutrient_B_s166l64L10T1000N100_parameters.csv",166,1106.55025633562,248650.048461242,1281.4145,340352.461335884,0.865391249147817,0.003911138230008,31.539646338253,377041.837491154,31.5319607826135,377303.296961421,0.071973198141914,1.93e-34,31.4103508735608,250292.540626286,31.6065273476421,252162.724581312,737.148789733697,824,0.071973198141914,0.894598045793322,"rings"
"167",166,14.5801307390014,8.64157240307681,0.085432322563484,0.028756154273511,35,8244.7,9856604.81,8.93e-05,2,445,1,64,10,1000,167,10,100,1,1,"naive_nutrient_B_s167l64L10T1000N100_parameters.csv",167,1301.40281523468,330268.149322615,1464.20606237249,463167.885239441,0.901750278802537,0.005851990127198,31.4483162495799,443325.939837102,31.3879257782717,451859.342055588,0.085432322563484,7.7e-34,31.5791697777162,301855.811342519,31.5824265840664,311796.616458506,888.80213094438,977,0.085432322563484,0.909725824917482,"nan"
"168",167,10.7759354911597,12.8421501881578,0.056580626573449,0.017316035729449,37,8239.7,9906900.01,8.93e-05,31,593,1,64,10,1000,168,10,100,1,1,"naive_nutrient_B_s168l64L10T1000N100_parameters.csv",168,1084.83821443335,244323.3652306,1266.07003891051,386653.408181189,0.873359704517612,0.006681913124154,31.5358931891331,367800.032680685,31.8696698125999,368698.950379825,0.056580626573449,1.93e-34,31.6044166959916,322719.697199941,32.0205902387873,325233.267308173,954.780322572693,1052,0.056580626573449,0.907585857958834,"ringchains"
"169",168,9.47031849027857,8.54293055540758,0.077482954660569,0.0115798265113,22,8236.4,9935748.04,8.93e-05,27,525,1,64,10,1000,169,10,100,1,1,"naive_nutrient_B_s169l64L10T1000N100_parameters.csv",169,1016.13362115722,144237.028541251,1154.9008,156277.769336294,0.870724265684972,0.004743039544717,31.4607725283393,345284.037404086,31.2425247972148,345759.505456473,0.077482954660569,1.93e-34,30.9767853148615,542786.974656609,31.1449295437498,542736.773902733,1595.80490272089,1699,0.077482954660569,0.939261272937548,"nan"
"170",169,11.4517456680424,10,0.115962641921822,0.017038035470532,5,9043,8242641,8.93e-05,22,60,1,64,15,1000,170,0,100,1,1,"naive_nutrient_B_s170l64L15T1000N100_parameters.csv",170,785.115830833398,27738.4024727907,880.1837,36994.2223765477,0.893442366754742,0.002931146035212,32.033906906048,268897.426048114,30.9225655394217,269894.562142827,0.115962641921822,3.08e-33,32.2467841162739,287280.486254975,30.9147971245711,285023.64580036,838.053263264638,916,0.115962641921822,0.914905309240871,"rings"
"171",170,13,8.3450588535123,0.122922394936073,0.018021901057211,3,8097.7,14475689.21,8.93e-05,3,10,1,64,15,1000,171,0,100,1,1,"naive_nutrient_B_s171l64L15T1000N100_parameters.csv",171,997.153311546066,158390.219691769,1105.9435,200816.104518202,0.902998737273042,0.003596600188097,32.0121206044998,339065.985527259,31.8419467919624,339174.705862167,0.122922394936073,7.7e-34,32.2840142114845,248091.722687367,30.8111484681004,243572.320368916,719.983553396263,797,0.122922394936073,0.90336706825127,"ringchains"
"172",171,13,9.05845642281629,0.116857055270499,0.017944590260779,6,9043.2,8239196.16,8.93e-05,17,183,1,64,15,1000,172,0,100,1,1,"naive_nutrient_B_s172l64L15T1000N100_parameters.csv",172,855.647143842097,100202.660384011,958.2942,133770.806126973,0.896419826143656,0.002860528729866,31.9439972678146,291873.67664641,31.7680155752396,290380.22269124,0.116857055270499,7.7e-34,32.031608449807,229211.68281151,32.1388272901072,225874.58487565,668.29479814473,729,0.116857055270499,0.916728118168354,"ringchains"
"173",172,13,8.62035043573152,0.12317288638153,0.020753379260835,8,8099.7,14445366.81,8.93e-05,5,164,1,64,15,1000,173,0,100,1,1,"naive_nutrient_B_s173l64L15T1000N100_parameters.csv",173,911.571087084536,160988.210566534,1008.1872,200057.888144974,0.907396032178535,0.002884355256346,30.5150032152711,309508.532924355,30.9761405754458,307579.74755665,0.12317288638153,3.08e-33,30.4738253260606,235658.49144743,31.2747487361094,236989.529056145,704.978428596168,745,0.12317288638153,0.946279769927742,"mazechains"
"174",173,13,10,0.102380478060382,0.015,3,8099.5,14448567.05,8.93e-05,98,113,1,64,15,1000,174,0,100,1,1,"naive_nutrient_B_s174l64L15T1000N100_parameters.csv",174,830.906300666643,130681.34778475,930.3259,166178.14170336,0.895964624155515,0.003267548430402,31.5699392254894,280100.664148086,31.6017240055448,284825.826289859,0.102380478060382,7.7e-34,32.3450367542862,219396.737841877,32.0110759390714,224965.253221189,650.957413023849,743,0.102380478060382,0.876120340543539,"rings"
"175",174,12.8946770615986,10,0.11765128043362,0.02054150822823,8,9044.1,8223703.29,8.93e-05,4,68,1,64,15,1000,175,0,100,1,1,"naive_nutrient_B_s175l64L15T1000N100_parameters.csv",175,852.940706491603,89862.6235789546,945.8308,116029.180889449,0.90602929792841,0.003119403122908,31.0544461042855,292396.693214761,31.1765369121292,290418.675260095,0.11765128043362,1.93e-34,30.7973529043624,251952.778851577,30.9405450551442,246527.188930218,725.76134607616,780,0.11765128043362,0.930463264200206,"rings"
"176",175,11.3320977135802,11.0205099596707,0.107768306028528,0.01801833788366,11,8099.2,14452956.36,8.93e-05,17,109,1,64,15,1000,176,0,100,1,1,"naive_nutrient_B_s176l64L15T1000N100_parameters.csv",176,808.05511498087,62842.3505132082,906.6145,81745.4404337934,0.894746618720054,0.003522785516164,31.3032225877908,276348.372451346,31.2259692576332,274278.296627106,0.107768306028528,1.93e-34,31.1243393625302,229719.917253199,30.9432590234804,229673.5849931,672.773150313385,724,0.107768306028528,0.929244682753293,"rings"
"177",176,20.9607511955335,7.19428357863763,0.110087210809349,0.018485870181067,14,8107.9,14322270.89,8.93e-05,7,120,1,64,15,1000,177,0,100,1,1,"naive_nutrient_B_s177l64L15T1000N100_parameters.csv",177,26.9707955535672,852.327091907595,104.666666666667,10502.75,0.191289982657257,0.011503824107394,20.6604232482145,469.130321307302,21.1688039919913,476.869455380588,0.110087210809349,0,0,0,0,0,0,0,0.110087210809349,NA,"nan"
"178",177,11.1613456553404,13.1103616252005,0.123355394910873,0.023119661619672,11,9044.8,8211663.36,8.93e-05,68,172,1,64,15,1000,178,0,100,1,1,"naive_nutrient_B_s178l64L15T1000N100_parameters.csv",178,883.535613091045,76944.9953467573,991.7668,102494.703488109,0.895898690759926,0.004458825613971,31.4424930610319,304505.821243596,31.6323437718963,300176.535188893,0.123355394910873,0,31.3321783922521,243707.230433178,31.5807990300933,242159.74406524,711.807269220106,801,0.123355394910873,0.888648276179908,"rings"
"179",178,15.224999967053,10.2503889203292,0.116350419201617,0.015,6,9042.9,8244363.69,8.93e-05,12,141,1,64,15,1000,179,0,100,1,1,"naive_nutrient_B_s179l64L15T1000N100_parameters.csv",179,819.412521246425,39010.9650050399,929.1993,52609.1134908591,0.884305979583974,0.003570055456262,31.5140021678223,277894.187794402,31.1850364371588,276507.701288355,0.116350419201617,1.73e-33,31.9187325762952,335104.847437016,31.0350991063836,336036.41812171,977.970461609782,1117,0.116350419201617,0.875533090071425,"rings"
"180",179,10.9267723672786,9.21952374267397,0.121377977765279,0.016705357427451,6,10000,0,8.93e-05,3,23,1,64,20,1000,180,0,100,1,1,"naive_nutrient_B_s180l64L20T1000N100_parameters.csv",180,712.238715374422,7358.02510917598,779.1248,10443.3061555756,0.914164934301564,0.00410468723189,31.8089022582647,244286.16485422,31.7716580271249,243065.45114,0.121377977765279,7.7e-34,31.9289641119544,240479.873629858,31.9162249956887,239234.77418143,699.564373179237,762,0.121377977765279,0.918063481862516,"rings"
"181",180,16.0030303225833,10,0.10194537859589,0.018035447721151,8,10000,0,8.93e-05,3,86,1,64,20,1000,181,0,100,1,1,"naive_nutrient_B_s181l64L20T1000N100_parameters.csv",181,680.747031881049,31772.0472779496,737.1559,46031.6093561256,0.930133001807389,0.002756232319866,31.1167007800565,230683.94606883,31.1862319154607,233847.585425251,0.10194537859589,7.7e-34,31.0364220895639,207940.732998787,31.3519192662549,206668.071964671,609.238627040088,670,0.10194537859589,0.909311383641922,"rings"
"182",181,10.8435591530593,8.53004811696862,0.120715580378166,0.015560482954725,7,10000,0,8.93e-05,6,58,1,64,20,1000,182,0,100,1,1,"naive_nutrient_B_s182l64L20T1000N100_parameters.csv",182,47.7351939869427,330.766758359722,143.406779661017,2987.14202220924,0.320295823149436,0.008362527675777,21.214036518841,787.759537369423,18.920105969042,767.36077571202,0.120715580378166,1.96e-34,0,0,0,0,0,0,0.120715580378166,NA,"nan"
"183",182,13.817083245195,10,0.11890148276576,0.015,5,10000,0,8.93e-05,3,44,1,64,20,1000,183,0,100,1,1,"naive_nutrient_B_s183l64L20T1000N100_parameters.csv",183,790.990193925308,26573.7052902427,889.4868,43188.3770634664,0.893764786727612,0.003735215872137,32.2010977834017,265751.723834249,31.2480517736828,273382.811104769,0.11890148276576,7.7e-34,33.4004380174395,249074.827054911,30.7719037174795,259630.806707075,752.059016446365,812,0.11890148276576,0.926181054736902,"mazechains"
"184",183,12.5601977245142,11.5999365569765,0.123567953650408,0.021521039621294,7,10000,0,8.93e-05,3,35,1,64,20,1000,184,0,100,1,1,"naive_nutrient_B_s184l64L20T1000N100_parameters.csv",184,739.15937936509,11261.2177184302,800.7365,18948.9863663866,0.926839206193561,0.003437234665342,31.0615397632119,249745.320425255,30.9068876000365,251847.132027315,0.123567953650408,0,31.2452129601618,289917.912543396,30.7258689170084,291876.416007362,854.369693952516,939,0.123567953650408,0.909871878543681,"rings"
"185",184,11.5620485829729,10,0.109661742197834,0.015,3,10000,0,8.93e-05,3,36,1,64,20,1000,185,0,100,1,1,"naive_nutrient_B_s185l64L20T1000N100_parameters.csv",185,760.057541538334,53604.8449021785,849.1189,68631.9849612861,0.89677013172267,0.004191481321695,30.7565559819859,258508.300984233,31.6769026442784,260063.799867905,0.109661742197834,7.7e-34,31.1845417349646,223881.259094777,32.1449255734334,222100.075982721,646.749745673195,687,0.109661742197834,0.941411565754287,"ringchains"
"186",185,15.4469906145898,9.33896622702828,0.10314902351856,0.014671471297588,16,10000,0,8.93e-05,3,146,1,64,20,1000,186,0,100,1,1,"naive_nutrient_B_s186l64L20T1000N100_parameters.csv",186,639.598167352172,9693.53526595279,700.1801,15338.6993339234,0.916884191787879,0.003198696846388,31.6689074526337,213588.648251884,30.9790175639984,217200.208077877,0.10314902351856,7.7e-34,31.340222327043,200707.8045338,30.6576766463454,203286.509678541,597.777106686582,635,0.10314902351856,0.941381270372571,"rings"
"187",186,10.9766696335762,13.7735209773786,0.140614368901406,0.023772949546323,10,10000,0,8.93e-05,6,104,1,64,20,1000,187,0,100,1,1,"naive_nutrient_B_s187l64L20T1000N100_parameters.csv",187,824.637856324285,27536.4322227985,898.9763,40011.4002783378,0.920814509885124,0.003829904746504,31.770145434643,281054.832096456,31.7228167844176,284231.854041258,0.140614368901406,7.7e-34,32.0445745065659,274070.74238328,31.6494970573078,278373.845397363,800.925515660518,850,0.140614368901406,0.942265312541786,"rings"
"188",187,13,10,0.114589086619896,0.017452586901796,3,10000,0,8.93e-05,7,30,1,64,20,1000,188,0,100,1,1,"naive_nutrient_B_s188l64L20T1000N100_parameters.csv",188,689.790370254542,8052.48921895705,747.0002,14324.1422141814,0.927089551835305,0.003122575617938,31.9443411944738,231549.947611101,30.5139367394415,232261.946905651,0.114589086619896,1.73e-33,31.9243134451858,220240.275265351,30.4529925557678,221549.227109842,661.922527731347,690,0.114589086619896,0.959308011204851,"rings"
"189",188,13.8869657788976,10,0.106414328599775,0.016693279088498,4,10000,0,8.93e-05,3,16,1,64,20,1000,189,0,100,1,1,"naive_nutrient_B_s189l64L20T1000N100_parameters.csv",189,768.818925216104,147380.702443086,849.6529,200056.670288619,0.913640612841511,0.003650102804004,31.8380595681108,262405.90777742,32.6118288642103,258626.772189177,0.106414328599775,3.08e-33,32.2687450301752,208842.297757765,32.6519738943131,202510.408182443,607.481380129711,637,0.106414328599775,0.953659937409279,"rings"
"190",189,12.8903205968911,10,0.115689385227831,0.015,3,9012.1,8783517.69,8.93e-05,4,34,1,64,30,1000,190,0,100,1,1,"naive_nutrient_B_s190l64L30T1000N100_parameters.csv",190,624.253326862703,1337.01476693735,668.9749,2200.73574356436,0.933813491746961,0.002832835031959,32.5045570737341,215289.413218352,30.5751605533347,213447.8108408,0.11568938522783,7.7e-34,32.5217513133255,215131.808927559,30.6534797313644,213937.321380016,625.993573569582,669,0.115689385227831,0.935715356606251,"rings"
"191",190,12.0407764597379,9.53158976487952,0.113356464424866,0.016971991369053,7,10000,0,8.93e-05,3,36,1,64,30,1000,191,0,100,1,1,"naive_nutrient_B_s191l64L30T1000N100_parameters.csv",191,634.845040162453,1120.62052846315,688.2756,1991.10995563556,0.923086665522152,0.002355727299886,31.5315364567909,216497.412518905,31.4266094581544,214893.543737812,0.113356464424866,7.7e-34,31.5809596007648,217891.488899175,31.6085778969969,216631.808933745,637.453944997969,688,0.113356464424866,0.926531896799373,"rings"
"192",191,11.1806556518996,10,0.118932240983114,0.017231579973654,4,10000,0,8.93e-05,3,22,1,64,30,1000,192,0,100,1,1,"naive_nutrient_B_s192l64L30T1000N100_parameters.csv",192,655.961514159011,2207.94244583211,704.7579,2775.14100169017,0.930444731823752,0.00337064079448,30.527249752296,221202.776128145,31.2058046341035,222958.806229007,0.118932240983114,1.73e-33,30.5948174866432,222720.44219324,31.3232639102119,223912.115425754,658.24153589112,701,0.118932240983114,0.939003617533695,"rings"
"193",192,13,10,0.137620637365722,0.021683217208975,3,10000,0,8.93e-05,3,11,1,64,30,1000,193,0,100,1,1,"naive_nutrient_B_s193l64L30T1000N100_parameters.csv",193,760.757860003432,2423.49774740872,807.1482,2854.95433219322,0.942282339770235,0.003209695315299,31.3933711104123,254405.05988725,32.0135918505339,257979.236610553,0.137620637365722,7.7e-34,31.2517229199924,257238.163521896,32.0693770943484,261418.999449017,767.581866197803,807,0.137620637365722,0.951154728869644,"nan"
"194",193,13,10,0.116439171947138,0.015,4,10000,0,8.93e-05,3,23,1,64,30,1000,194,0,100,1,1,"naive_nutrient_B_s194l64L30T1000N100_parameters.csv",194,653.450284719362,2130.83432825944,697.8121,2551.29652324232,0.936340085783856,0.003663204447015,30.5714980171763,220923.621631723,32.5793086950485,219172.212246568,0.116439171947138,1.73e-33,30.5697228082342,222514.57959028,32.4077636088899,222882.886528529,657.430164231834,686,0.116439171947138,0.958353009084306,"rings"
"195",194,13.8459839297331,10,0.1285358759944,0.017302956884715,3,10000,0,8.93e-05,5,26,1,64,30,1000,195,0,100,1,1,"naive_nutrient_B_s195l64L30T1000N100_parameters.csv",195,712.285321573236,2195.50931708717,757.2762,2867.21563512351,0.940545698002774,0.003130637453423,30.9167999925761,238929.08506695,31.3123726273535,243901.081093782,0.1285358759944,0,30.9203227514875,239621.443570915,31.2600276663729,244177.8418089,714.174272821138,753,0.1285358759944,0.94843860932422,"rings"
